Crash Id,Calendar Year,FDOT Crash Number,Reporting Agency Case Number,Reporting Agency Type,FDOT Managing District,County Name,Crash Date,Crash Time,Day,DHSMV City,Crash Report City Code,In Town,On Roadway Name,Int Roadway Name,Reference Distance (Miles),Reference Direction,Officer Latitude,Officer Longitude,FDOT Latitude,FDOT Longitude,FDOT Roadway,Nearest Inventory MP,Nearest Node From Crash,State Road #,US Highway,Crash Side of Road,Accident Lane Number,Travel Direction Vehicle 1,FDOT Road Category,DHSMV Road System Id,Relation to Junction,Crash Harmful Event Location,Intersection Type,Shoulder Type,FDOT Roadway SKID Test Result,FDOT Roadway SKID Test Date,Functional Class,RCI Surface Width,RCI Shoulder Type First,RCI Shoulder Width First,RCI Shoulder Type Second,RCI Shoulder Width Second,RCI Shoulder Type Third,RCI Shoulder Width Third,RCI Median Width,Avg Daily Traffic,AADT Source,RCI Avg Per Truck Traffic,RCI Horiz Curve Condition,Posted Speed Limit,Highest Injury in Crash,CAR Status Code,Alcohols/Drug Involved,Site Location,Lighting,Weather,Road Surface,Roadway Grade,Roadway Alignment,Traffic Way Vehicle 1,Traffic Way Vehicle 2,Traffic Control Vehicle 1,Traffic Control Vehicle 2,Count of Lanes,Road Condition 1,Road Condition 2,Road Condition 3,Environment Condition 1,Environment Condition 2,Environment Condition 3,Crash Harmful Event,Manner of Collision,Vehicle Movement,Driver Action Vehicle 1,Driver Action Vehicle 2,Location Within Workzone,Type of Workzone,Workers Present in Workzone,Law Enforcement Present in Workzone,School Bus Related,Count of Nonfatal Injuries,Count of Traffic Fatalities,Count of Serious Injuries,Count of Pedestrians,Count of Drivers,Count of Bicyclists,Count of Vehicles,Count of Persons,Wrong Way,Workzone Inv,Commercial Vehicle Inv,Intersection Inv,Lane Departure,Speeding,Agressive Driving,Impaired Driver,Impaired Pedestrian,Impaired Bicyclist,Distracted Driver,Speeding or Aggressive Driving,Pedestrian Related,Bicyclist Related,Pedestrian or Bicyclist Related,Motorcycle Inv,No Belt,No Belt - Ages 1-4,No Belt - Ages 5-12,No Belt - Ages 13-17,Driver - Ages Teen,Driver - Ages 65 plus,Driver - Ages 65-69,Driver - Ages 70-74,Driver - Ages 75-79,Driver - Ages 80 plus,ARBM Latitude,ARBM Longitude,UTM Zone 17N X,UTM Zone 17N Y,ARBM Side of Road,Urban Rural Indicator,GIS Street Source,Extract Date,OBJECTID,x,y
2012825203100,2012,825203100,20120016804,CITY POLICE DEPARTMENT,04 FOURTH,PALM BEACH,"October 14, 2012",0352,MONDAY,9394 WEST PALM BEACH,0694,Y,VILLAGE BLVD,COMMUNITY DR,0.015,S,0,0,26.720875,-80.102058,93577000,1.167,,,,M MEDIAN,M MIDDLE,N NORTH,,05 LOCAL,01 NON-JUNCTION,04 MEDIAN,01 NOT AT INTERSECTION,03 CURB,0,"December 31, 2000",,,,0,,0,,0,,,RCI,0,,,3 NO-INCAPACITATING INJURY,33 Q/C VERIFIED AS OFF-SYSTEM,0 NO,01 NOT AT INTERSECTION/RRX/BRIDGE,04 DARK-LIGHTED,01 CLEAR,01 DRY,01 LEVEL,1 STRAIGHT,"TWO-WAY, DIVIDED, POSITIVE MED",,NO CONTROLS,NOT CODED,,NONE,NOT CODED,NOT CODED,NONE,NOT CODED,NOT CODED,32 TREE (STANDING),77 OTHER (SEE NARRATIVE),16 LEAVING TRAFFIC LANE,FAILED TO KEEP IN PROPER LANE,NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,01 NO,2,0,0,0,1,0,1,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,26.720875013,-80.102058323,589310.552645,2955834.889428,R,U,ARBM15Q1R2,"February 26, 2022",1826,-8916920.642362755,3088642.4569517826
2012825202330,2012,825202330,20120015381,CITY POLICE DEPARTMENT,04 FOURTH,PALM BEACH,"September 18, 2012",1534,WEDNESDAY,9394 WEST PALM BEACH,0694,Y,CLEMATIS ST,N QUADRILLE BLVD,0.006,E,0,0,26.71338,-80.054896,93900003,0.435,,,,R RIGHT,P PARKING,U UNNWN,,05 LOCAL,01 NON-JUNCTION,01 ON ROADWAY,77 OTHER (SEE NARRATIVE),01 PAVED,0,"December 31, 2000",,,,0,,0,,0,,,RCI,0,,,1 NO INJURY,33 Q/C VERIFIED AS OFF-SYSTEM,0 NO,01 NOT AT INTERSECTION/RRX/BRIDGE,01 DAYLIGHT,01 CLEAR,01 DRY,01 LEVEL,1 STRAIGHT,"TWO-WAY, NOT DIVIDED","TWO-WAY, NOT DIVIDED",NO CONTROLS,UNKNOWN,,NONE,NOT CODED,NOT CODED,NONE,NOT CODED,NOT CODED,09 OTHER NON-COLLISION,01 FRONT TO REAR,04 BACKING,IMPROPER BACKING,NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,01 NO,0,0,0,0,1,0,2,1,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,26.713383208,-80.054895919,594007.795647,2955038.997137,C,U,ARBM15Q1R2,"February 26, 2022",1827,-8911670.545972344,3087708.7921469896
2012825199580,2012,825199580,20120009725,CITY POLICE DEPARTMENT,04 FOURTH,PALM BEACH,"June 11, 2012",1042,TUESDAY,9394 WEST PALM BEACH,0694,Y,PALM BEACH LAKES BLVD,,0.005,S,0,0,26.718369,-80.089956,93014500,1.047,,,,,,E EAST,,04 COUNTY,02 INTERSECTION,01 ON ROADWAY,02 FOUR-WAY INTERSECTION,03 CURB,0,"December 31, 2000",,,,0,,0,,0,,,RCI,0,,,3 NO-INCAPACITATING INJURY,33 Q/C VERIFIED AS OFF-SYSTEM,0 NO,02 AT INTERSECTION,01 DAYLIGHT,01 CLEAR,01 DRY,01 LEVEL,1 STRAIGHT,"TWO-WAY, NOT DIVIDED","TWO-WAY, NOT DIVIDED",TRAFFIC CONTROL SIGNAL,TRAFFIC CONTROL SIGNAL,,NONE,NOT CODED,NOT CODED,NONE,NOT CODED,NOT CODED,14 MOTOR VEHICLE IN TRANSPORT,01 FRONT TO REAR,01 STRAIGHT AHEAD,OPERATED MV IN CARLESS OR NEGL,NO CONTRIBUTING ACTION,00 NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,01 NO,2,0,0,0,2,0,2,4,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,26.718369223,-80.089956315,590516.278099,2955565.880629,R,U,ARBM15Q1R2,"February 26, 2022",1829,-8915573.452580227,3088330.166478305
2012825197420,2012,825197420,20120006510,CITY POLICE DEPARTMENT,04 FOURTH,PALM BEACH,"April 19, 2012",1245,FRIDAY,9394 WEST PALM BEACH,0694,Y,N AUSTRALIAN AVE,PALM BEACH LAKES BLVD,0,W,0,0,26.724692,-80.066684,93025500,1.221,,,,,,U UNNWN,,04 COUNTY,02 INTERSECTION,01 ON ROADWAY,02 FOUR-WAY INTERSECTION,03 CURB,0,"December 31, 2000",,,,0,,0,,0,,,RCI,0,,,1 NO INJURY,33 Q/C VERIFIED AS OFF-SYSTEM,0 NO,02 AT INTERSECTION,01 DAYLIGHT,03 RAIN,02 WET,01 LEVEL,1 STRAIGHT,UNKNOWN,"TWO-WAY, DIVIDED, POSITIVE MED",UNKNOWN,TRAFFIC CONTROL SIGNAL,,"TRAF DEV INOPER, MISSING, OBSC",NOT CODED,NOT CODED,NONE,NOT CODED,NOT CODED,14 MOTOR VEHICLE IN TRANSPORT,03 ANGLE,88 UNKNOWN,OTHER CONTRIBUTING ACTION,OTHER CONTRIBUTING ACTION,00 NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,01 NO,0,0,0,0,2,0,2,2,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,26.724692061,-80.066687399,592825.680915,2956282.962605,L,U,ARBM15Q1R2,"February 26, 2022",2117,-8912983.167885149,3089118.1797874914
2012825204180,2012,825204180,20120018899,CITY POLICE DEPARTMENT,04 FOURTH,PALM BEACH,"November 18, 2012",1038,MONDAY,9394 WEST PALM BEACH,0694,Y,S TAMARIND AVE,DATURA ST,0.006,S,0,0,26.712462,-80.06197,93027501,1.52,,,,R RIGHT,1 THRU LANE 1,N NORTH,,05 LOCAL,03 INTERSECTION-RELATED,01 ON ROADWAY,01 NOT AT INTERSECTION,03 CURB,0,"December 31, 2000",,,,0,,0,,0,,,RCI,0,,,4 INCAPACITATING INJURY,33 Q/C VERIFIED AS OFF-SYSTEM,0 NO,03 INFLUENCED BY INTERSECTION,01 DAYLIGHT,01 CLEAR,01 DRY,01 LEVEL,1 STRAIGHT,"TWO-WAY, NOT DIVIDED","TWO-WAY, NOT DIVIDED",NO CONTROLS,NO CONTROLS,,NONE,NOT CODED,NOT CODED,NONE,NOT CODED,NOT CODED,14 MOTOR VEHICLE IN TRANSPORT,02 FRONT TO FRONT,01 STRAIGHT AHEAD,OPERATED MV IN CARLESS OR NEGL,NO CONTRIBUTING ACTION,00 NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,01 NO,1,0,1,0,2,0,2,4,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,26.712461983,-80.061969011,593304.961061,2954931.760876,C,U,ARBM15Q1R2,"February 26, 2022",2412,-8912457.91915603,3087593.9889281755
2012825202260,2012,825202260,20120015244,CITY POLICE DEPARTMENT,04 FOURTH,PALM BEACH,"September 16, 2012",1046,MONDAY,9394 WEST PALM BEACH,0694,Y,HIBISCUS ST,S OLIVE AVE,0.033,W,0,0,26.70852,-80.052546,93A11655,0.387,,,,L LEFT,S SIDE OF ROAD,E EAST,,05 LOCAL,01 NON-JUNCTION,02 OFF ROADWAY,01 NOT AT INTERSECTION,03 CURB,0,"December 31, 2000",,,,0,,0,,0,,,RCI,0,,,3 NO-INCAPACITATING INJURY,33 Q/C VERIFIED AS OFF-SYSTEM,0 NO,01 NOT AT INTERSECTION/RRX/BRIDGE,01 DAYLIGHT,03 RAIN,02 WET,01 LEVEL,1 STRAIGHT,"TWO-WAY, NOT DIVIDED",,NO CONTROLS,NOT CODED,,NONE,NOT CODED,NOT CODED,NONE,NOT CODED,NOT CODED,"39 OTHER FIXED OBJECT (WALL, BUIL",77 OTHER (SEE NARRATIVE),01 STRAIGHT AHEAD,OTHER CONTRIBUTING ACTION,NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,01 NO,1,0,0,0,1,0,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,26.708518361,-80.052546012,594245.554916,2954501.883943,C,U,ARBM15Q1R2,"February 26, 2022",2461,-8911408.955458496,3087102.544184535
2012825204000,2012,825204000,20120018630,CITY POLICE DEPARTMENT,04 FOURTH,PALM BEACH,"November 13, 2012",1955,WEDNESDAY,9394 WEST PALM BEACH,0694,Y,N CONGRESS AVE,NORTHLAKE BLVD,0.143,S,0,0,26.806155,-80.083871,93250500,8.323,,,,L LEFT,L LEFT TURN,S SOUTH,,04 COUNTY,01 NON-JUNCTION,01 ON ROADWAY,01 NOT AT INTERSECTION,03 CURB,0,"December 31, 2000",,,,0,,0,,0,,,RCI,0,,,2 POSSIBLE INJURY,33 Q/C VERIFIED AS OFF-SYSTEM,0 NO,01 NOT AT INTERSECTION/RRX/BRIDGE,04 DARK-LIGHTED,01 CLEAR,01 DRY,01 LEVEL,1 STRAIGHT,"TWO-WAY, NOT DIVIDED","TWO-WAY, NOT DIVIDED",NO CONTROLS,NO CONTROLS,,NONE,NOT CODED,NOT CODED,NONE,NOT CODED,NOT CODED,14 MOTOR VEHICLE IN TRANSPORT,01 FRONT TO REAR,01 STRAIGHT AHEAD,FOLLOWED TOO CLOSELY,NO CONTRIBUTING ACTION,00 NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,01 NO,1,0,0,0,2,0,2,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,26.806154811,-80.083866781,591051.981997,2965293.699453,L,U,ARBM15Q1R2,"February 26, 2022",22230,-8914895.568822553,3099274.7760075117
2012825204030,2012,825204030,20120018675,CITY POLICE DEPARTMENT,04 FOURTH,PALM BEACH,"November 14, 2012",1135,THURSDAY,9394 WEST PALM BEACH,0694,Y,11TH ST,GOLF AVE,0.101,E,0,0,26.723867,-80.069424,93A11235,0.482,,,,R RIGHT,S SIDE OF ROAD,S SOUTH,,77 ALL OTHER,04 DRIVEWAY/ALLEY ACCESS RELATED,02 OFF ROADWAY,77 OTHER (SEE NARRATIVE),03 CURB,0,"December 31, 2000",,,,0,,0,,0,,,RCI,0,,,2 POSSIBLE INJURY,33 Q/C VERIFIED AS OFF-SYSTEM,0 NO,04 DRIVEWAY ACCESS,01 DAYLIGHT,01 CLEAR,01 DRY,01 LEVEL,1 STRAIGHT,"TWO-WAY, NOT DIVIDED",,NO CONTROLS,NOT CODED,,NONE,NOT CODED,NOT CODED,NONE,NOT CODED,NOT CODED,"12 RAILWAY VEHICLE (TRAIN, ENGINE",77 OTHER (SEE NARRATIVE),77 OTHER (SEE NARRATIVE),OTHER CONTRIBUTING ACTION,NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,01 NO,1,0,0,0,1,0,1,1,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,26.723865144,-80.069424094,592554.148522,2956189.378993,C,U,ARBM15Q1R2,"February 26, 2022",22231,-8913287.81550496,3089015.118877442
2012825204070,2012,825204070,20120018716,CITY POLICE DEPARTMENT,04 FOURTH,PALM BEACH,"November 15, 2012",0027,FRIDAY,9394 WEST PALM BEACH,0694,Y,CLEMATIS ST,N NARCISSUS AVE,0.019,W,0,0,26.713301,-80.051005,93A11485,0.053,,,,L LEFT,P PARKING,U UNNWN,,05 LOCAL,77 OTHER (SEE NARRATIVE),08 IN PARKING LANE OR ZONE,01 NOT AT INTERSECTION,01 PAVED,0,"December 31, 2000",,,,0,,0,,0,,,RCI,0,,,1 NO INJURY,33 Q/C VERIFIED AS OFF-SYSTEM,0 NO,77 ALL OTHER,04 DARK-LIGHTED,01 CLEAR,01 DRY,01 LEVEL,1 STRAIGHT,UNKNOWN,"TWO-WAY, DIVIDED, UNPROTECTED",UNKNOWN,NO CONTROLS,,NONE,NOT CODED,NOT CODED,NONE,NOT CODED,NOT CODED,14 MOTOR VEHICLE IN TRANSPORT,01 FRONT TO REAR,88 UNKNOWN,OTHER CONTRIBUTING ACTION,NO CONTRIBUTING ACTION,00 NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,01 NO,0,0,0,0,2,0,2,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,26.713300334,-80.051005014,594394.906459,2955032.693724,C,U,ARBM15Q1R2,"February 26, 2022",22232,-8911237.412215142,3087698.464266761
2012825197470,2012,825197470,20120006653,CITY POLICE DEPARTMENT,04 FOURTH,PALM BEACH,"April 22, 2012",0520,MONDAY,9394 WEST PALM BEACH,0694,Y,36TH ST,EASTVIEW AVE,0.038,E,0,0,26.74604,-80.061546,93000129,0.512,,,,,,W WEST,,05 LOCAL,01 NON-JUNCTION,01 ON ROADWAY,01 NOT AT INTERSECTION,03 CURB,0,"December 31, 2000",,,,0,,0,,0,,,RCI,0,,,1 NO INJURY,33 Q/C VERIFIED AS OFF-SYSTEM,0 NO,01 NOT AT INTERSECTION/RRX/BRIDGE,04 DARK-LIGHTED,01 CLEAR,01 DRY,03 UPHILL,1 STRAIGHT,"TWO-WAY, DIVIDED, POSITIVE MED","TWO-WAY, DIVIDED, POSITIVE MED",NO CONTROLS,NO CONTROLS,,NONE,NOT CODED,NOT CODED,NONE,NOT CODED,NOT CODED,15 PARKED MOTOR VEHICLE,"04 SIDESWIPE, SAME DIRECTION",01 STRAIGHT AHEAD,OTHER CONTRIBUTING ACTION,NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,00 NOT CODED,01 NO,0,0,0,0,1,0,2,1,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,26.746036754,-80.061546175,593319.62331,2958650.941884,L,U,ARBM15Q1R2,"February 26, 2022",22262,-8912410.849387543,3091778.6851748712
